Name,SMILES,hit
BRD-K36539178,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(cc(c4C3=O)O)O)c3ccc(cc3)O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,1.0
BRD-K93961156,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)C(=O)Nc1ccc(cc1)F)NC(=O)Nc1ccc(cc1)C(F)(F)F,1.0
BRD-K30985297,CC(C)N1CC2(CN(Cc3ccc(cc3)-c3ccccc3)C2)Oc2c(cccc2C1=O)NC(=O)c1ccncc1,1.0
BRD-K34234316,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,1.0
BRD-K67470788,[O-][N+](=O)c1ccc(o1)/C=N/NC(=O)CN1CCOCC1,1.0
TIRATRICOL,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,1.0
BRD-K39491711,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NS(=O)(=O)c1ccc(cc1)Cl,1.0
BRD-K61879628,ONC(=O)CCCCCNC(=O)OCCOc1ccc(cc1)[C@@H]1N2[C@H]([C@H](C(=O)OCC=C)[C@]11C(=O)Nc3ccccc31)C(=O)O[C@H]([C@H]2c1ccccc1)c1ccccc1,1.0
BRD-K36207157,CN(C)CC/C=C\1/c2ccccc2Sc2ccc(cc21)Cl,1.0
CARBIDOPA,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,1.0
BRD-K85236472,OCCN(Cc1ccccc1)C(=O)C[C@H]1CC=CC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)OC(CNC1=O)c1ccccc1,1.0
BRD-K46525603,Cc1ccc(cc1)S(=O)(=O)N1C[C@@H](O)COC[C@H]2O[C@H](CC[C@@H]21)CC(=O)NCc1ccc(c(c1)Cl)Cl,1.0
BRD-K08205503,CO/N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C[N+]1(C)CCCC1)c1csc(n1)N,1.0
BRD-K33581718,COCC#Cc1cnc2c(c1)C(=O)N(C[C@H](C)[C@@H](CN(C)S(=O)(=O)c1cn(cn1)C)O2)[C@@H](C)CO,1.0
BRD-K36290066,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)Cc1ccc(cc1)C(=O)O)NC(=O)Nc1cccc2ccccc12,1.0
BRD-K84892605,Oc1c(cc(cc1Br)-c1noc(n1)C(=O)NCc1ccc(cc1)Oc1ccccc1)Br,1.0
BRD-K22238217,COC(=O)c1ccc(o1)Cn1cc(nn1)C(=O)NO,1.0
BRD-K30429121,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NC(=O)Nc1c(noc1C)C,1.0
BRD-K00556640,O[C@H]1COC[C@@H]2O[C@H](CC[C@H]2N(C1)C(=O)Nc1ccc(cc1)C(F)(F)F)CC(=O)NCCc1ccncc1,1.0
ERYTHROSINE SODIUM,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+],1.0
BRD-K55739623,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccccc1)NC(=O)Nc1ccc(cc1)C(F)(F)F,1.0
BRD-K01904165,CC1=C(/C=C/C(=C/C=C/C(=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@]23O[C@]3(C)C[C@@H](O)CC2(C)C)C)C)C(C)(C)C[C@H](O)C1,1.0
BRD-K00004968,CO[C@H]1[C@@H](CC(=O)OC(C)C/C=C/C=C/[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(=O)C,1.0
TOBRAMYCIN,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,1.0
BRD-K76381435,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.0
BRD-M76691626,COc1ccc(c(c1)OC)[C@@H]1CC=CC[C@H](C)Oc2ccccc2C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1,1.0
AMINACRINE,Nc1c2ccccc2nc2ccccc12,1.0
BRD-K00003302,Cc1cc(cc(c1-c1ccc(cc1)C(C)(C)C)C)O[C@@H](CCC(F)(F)F)c1ccc(cc1)C(=O)NCCC(=O)O,1.0
BRD-K20336376,Cc1ccc(cc1)S(=O)(=O)N(CCC=C)CC#C[C@H]1Oc2ccccc2S(=O)(=O)N2CCC[C@@H]12,1.0
BRD-A21198126,O[C@H]1[C@@H](O[C@H]2COC(=O)c3cc(c(c(c3-c3c(c(c(cc3C(=O)O[C@@H]1[C@@H]2OC(=O)c1cc(c(c(c1-c1c(c(c(cc1C(=O)O)O)O)O)O)O)O)O)O)O)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O,1.0
BRD-K25709866,CCO[C@@H]1OC(=C[C@@H]([C@H]1CCCOC(=O)NCCCCCC(=O)NO)c1ccc(cc1)Br)C(=O)N1CCN(CC1)Cc1ccccc1,1.0
BRD-K52735702,Nc1nc(cs1)/C(=N\O)C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C=C,1.0
BRD-K06192048,NNC(=S)Nc1cccc(c1)F,1.0
KITASAMYCINS [A1 shown],COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,1.0
BRD-K21771449,C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2nncc2CO[C@H]1CN(C)S(=O)(=O)c1ccc(cc1)Cl,1.0
DECOQUINATE [5mM],CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC,1.0
IOPANIC ACID,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,1.0
BRD-K20123242,FC(F)(F)c1ccc(cc1)CSc1c[nH]c2ccccc12,1.0
OXACILLIN SODIUM,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],1.0
BRD-K13387373,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(cc1)OC)c1ncccn1,1.0
BRD-K31923572,CN(C)c1cc[n+](cc1)C(=O)N1CCOCC1,1.0
BRD-K92544108,CN1N=CN=C2C(=O)N(C)C(=O)N=C12,1.0
BRD-K69178842,O[C@@H]1COC[C@H]2O[C@@H](CC[C@@H]2N(C1)C(=O)Nc1cc(cc(c1)Cl)Cl)CC(=O)N1CCOCC1,1.0
BRD-K41325326,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)/C=N/NC(=O)c1ccccc1O,1.0
BRD-K04548931,COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1)C(=O)CO)O,1.0
BRD-K00003346,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(c4C(=O)[C@@H]3C(=O)[C@]2(O)C(=O)[C@H](C(=O)N)C1=O)O)N(C)C,1.0
BRD-A70297311,CC(C)[C@@H](CO)N1[C@@H]2C(=O)N(CC=C[C@@]32O[C@@H]2/C=C\CC[C@@H](C)OC(=O)[C@@H]2[C@H]3C1=O)Cn1nnc2ccccc12,1.0
BRD-K00003661,CO/N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc1nnnn1C)c1csc(n1)N,1.0
BRD-K60931454,CC(C)Oc1cccc(c1)CC(=O)N1CCC[C@@](CC[N+]23CCC(CC2)(CC3)c2ccccc2)(C1)c1ccc(c(c1)Cl)Cl,1.0
BRD-K24305424,C1CCC(CC1)CCn1c(nc2ccccc12)-c1ccco1,1.0
BRD-A46351920,CCN1CCO[C@@]2(O)C=CC(=O)C=C12,1.0
RONNEL,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,1.0
BRD-K59939374,C[C@@H]1CCCCO[C@H](CN(C)CC2CCCCC2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,1.0
ASCORBYL PALMITATE,CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=O)C(O)=C1O,1.0
BRD-A34817987,CC[C@@H](C)N1N=CN(C1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OC[C@H]1CO[C@@](Cn2cncn2)(O1)c1ccc(cc1Cl)Cl,1.0
TRIFLUPROMAZINE HYDROCHLORIDE,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21.Cl,1.0
FROVATRIPTAN SUCCINATE,CNC1CCC2Nc3ccc(C(N)=O)cc3C2C1.O=C(O)CCC(=O)O,1.0
BRD-K18007945,C[C@H]1CCCCO[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1cn(cn1)C,1.0
BRD-K19477398,COc1cccc(c1)NC(=O)N1C[C@@H](O)COC[C@H]2O[C@@H](CC[C@@H]21)CC(=O)NC1Cc2ccccc2C1,1.0
PENFLURIDOL,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.0
BRD-K21582360,ONC(=O)CCCCCNC(=O)OCCCCO[C@H]1C[C@H](C=C(O1)C(=O)N1CCOCC1)C1=COc2ccccc2C1=O,1.0
BRD-K28907958,OC(=O)c1ccc2cc(ccc2c1)-c1ccc(c(c1)C12CC3CC(CC(C3)C2)C1)O,1.0
BRD-K00003313,COc1cc2c(cc1O)CCN[C@@]12CS[C@H]2[C@H]3[C@@H]4N(C)[C@@H](Cc5cc(c(c(c54)O)OC)C)[C@H](O)N3[C@@H](COC1=O)c1c3c(c(c(c12)OC(=O)C)C)OCO3,1.0
BRD-A99949740,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c2ccccc2)C(=O)C1=O,1.0
BRD-K68353785,C[C@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2ccc(cc2)Cl)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1cccs1,1.0
BRD-K91977939,C[C@H]1COC(=O)[C@H](CC=CC[C@@H](CC(=O)NCCO)C(=O)N1)NC(=O)OCC1c2ccccc2-c2ccccc21,1.0
BRD-K85178109,COc1cc(cc(c1OC)OC)Nc1ncc(c(n1)Nc1ccc2c(n1)N(COP(=O)(O)O)C(=O)C(C)(C)O2)F,1.0
NICLOSAMIDE,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,1.0
BRD-K47079459,CCCCCCCCCCCCCCCC[N+](C)(C)C,1.0
BRD-K32747276,COc1ccc(cc1)[Si](C)(C)[C@H]1[C@H](C)[C@]2(O[C@@H]1CCOC(=O)NCCCCCC(=O)NO)C(=O)N(Cc1ccccc1)c1ccc(cc12)I,1.0
BRD-K00003611,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC(=O)c2ccccc2N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)CNC1=O)[C@H](C)CC(=O)O,1.0
BRD-K08179036,C=CC(=O)NS(=O)(=O)c1ccccc1,1.0
BRD-K94288025,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(Cc1ccc(cc1)Cl)C[C@]13CN(CCc2ccccc2)C1,1.0
BRD-K63151507,Cn1cnnc1Sc1c(ncn1C)[N+](=O)[O-],1.0
BRD-K99613375,COC(=O)CN(C)c1nnc(s1)N,1.0
BRD-K53482787,O[C@H]1COC[C@H]2O[C@H](CC[C@@H]2N(C1)C(=O)Nc1ccc(c(c1)Cl)Cl)CC(=O)NCc1ccc(c(c1)Cl)Cl,1.0
BRD-K80694030,CCCC[P+](CCCC)(CCCC)Cc1ccc(cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)N=C(NC1CCCCC1)NC1CCCCC1,1.0
BRD-K71780654,CC(C)N1CC[C@@H](CN(C)Cc2ccc(cc2)Oc2ccccc2)Oc2c(cccc2C1=O)NC(=O)c1ccncc1,1.0
BRD-K31021370,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)[C@@H](O)C[C@@H]21,1.0
BRD-K57711812,CCCCCCc1nc(cc2c1[Si](OC2)(C(C)C)C(C)C)-c1ccc(o1)-c1ccc(c(c1)Cl)Cl,1.0
BRD-K08472586,CO[C@@H](CN(C)C(=O)C1CCOCC1)[C@@H](C)CN([C@@H](C)CO)C(=O)Nc1ccc(cc1)C(F)(F)F,1.0
BRD-K04374714,CN1N(C(=O)C(=C1c1ccccc1)C(=O)c1ccc(c(c1N)-c1ccc2nc(ccc2c1)C)C)c1ccccc1,1.0
BRD-K00004732,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)SC(C)(C)Sc1cc(c(c(c1)C(C)(C)C)OCC(=O)O)C(C)(C)C,1.0
PENTAMIDINE ISETHIONATE,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,1.0
BRD-K56735750,COC(=O)N/N=C/c1c[n+](c2ccccc2[n+]1[O-])[O-],1.0
BRD-K36368047,CO[C@@H]([C@@H]1Cc2cc3cc(c(c(c3c(c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)O)O)C)O[C@H]1C[C@@H](O[C@H]2C[C@@H](O)[C@H](O)[C@@H](C)O2)[C@@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O,1.0
SULBENTINE,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,1.0
METHYLENE BLUE,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.O.[Cl-],1.0
BRD-A24252652,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3O[C@]4(O[C@H]([C@@H](N)CO)[C@H](O)[C@H](O)[C@H]4O)O[C@H]23)[C@@H]1O,1.0
BRD-M18020695,C[C@H]1CC=CC[C@@H](NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)c2ccccc2O1)c1ccc2c(c1)OCO2,1.0
BRD-K62646317,COc1ccc(cc1)C#Cc1ccc2c(c1)[C@]1([C@H]([C@H]3N([C@@H]([C@@H](OC3=O)c3ccccc3)c3ccccc3)[C@H]1c1ccc(cc1)O)C(=O)O)C(=O)N2,1.0
BRD-K33002217,OCCN(Cc1ccccc1)C(=O)C[C@H]1CC=CC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)OC[C@H](Cc2c[nH]c3ccccc23)NC1=O,1.0
BRD-K58052103,COc1ccc(cc1)CN(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NC(=O)Nc1cccc2ccccc12,1.0
BRD-A34739239,CC(C)[C@@H](CO)N1[C@@H]2C(=O)N(CC=C[C@@]32O[C@@H]2/C=C\CCCOC(=O)[C@@H]2[C@H]3C1=O)Cn1nnc2ccccc12,1.0
BRD-M35229433,C[C@H]1CC=CC[C@@H](NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)c2ccccc2O1)c1cccc(c1)Cl,1.0
BRD-A38833118,COc1cc2c(c(c1OC)OC)C1=CC=C(O)C(=O)C=C1[C@H](N)CC2,1.0
BRD-K01826923,COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@@](O)(C[C@H]3O[C@H]1C[C@@H](N)[C@@H](O)[C@@H](C)O1)C(=O)CO)O,1.0
BRD-A94381689,CO[C@@H]1[C@H]2O[C@@]3(O)[C@@H](O)[C@H](O)[C@H](O[C@@H]3C[C@H]2O[C@H]1n1cnc2c(ncnc12)N)C(=O)OC,1.0
CLEMIZOLE HYDROCHLORIDE,Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,1.0
BRD-K87123346,CO[C@H](CN(C)C(=O)c1ccccc1F)[C@@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccc(cc1)Cl,1.0
CEFTAZIDIME,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,1.0
BRD-K92276243,ONC(=O)CCCCCCC(=O)N/N=C/c1cc(cc(c1O)I)I,1.0
NIFURSOL,O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1.0
BRD-K80625575,COc1ccc(cc1)-n1cc(nn1)C(=O)NO,1.0
TYLOSIN TARTRATE,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC.O=C(O)C(O)C(O)C(=O)O,1.0
BRD-K28360340,CC(C)c1ccccc1Cc1cc(c(c(c1O)O)O)C(=O)Nc1ccc(cc1)S(=O)(=O)c1ccccc1C(C)(C)C,1.0
BRD-K79593271,O[C@H]1COC[C@H]2O[C@H](CC[C@@H]2N(C1)C(=O)Nc1ccc(cc1)C(F)(F)F)CC(=O)NCCc1ccncc1,1.0
BRD-K58338505,OC[C@H]1O[C@@H](OCCC(=O)c2ccc(cc2)O)[C@H](O)[C@@H](O)[C@@H]1O,1.0
BRD-A38043478,NC(=N)NCCC[C@@H](NC(=O)CC1(CCCC1)CC(=O)N1CCN(CC1)[C@H]1c2ccccc2NC(=O)c2ccccc21)C(=O)NCCN1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,1.0
BRD-K29925212,CC(=C)/C=C\1/C=CC(=O)C(=C1)C,1.0
BRD-K95851104,O=C1SSC(=C1)c1ccccc1,1.0
BRD-K36796419,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN2C[C@H](C)C[C@H](C)C2)C[C@@H](C)C(=O)/C=C/C(=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC)C,1.0
BRD-K23677682,CN[C@H]1CN(C[C@@H]1OC)c1ccc2c(n1)N(C=C(C(=O)O)C2=O)c1nccs1,1.0
BRD-K52756523,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,1.0
BRD-K46615551,C[C@@H]1COC(=O)[C@H](CC=CC[C@@H](CC(=O)NCCO)C(=O)N1)NC(=O)OCC1c2ccccc2-c2ccccc21,1.0
BRD-A13937616,Clc1ccc(cc1)[C@@H](NC(=O)C1CCN(CCOc2ccc(cc2Cl)Cl)CC1)c1ccccn1,1.0
BRD-A65757569,C[C@H]1CC/C=C\[C@H]2O[C@]34C=CCN(CCN5CCOCC5)C(=O)[C@H]4N(CCO)C(=O)[C@@H]3[C@@H]2C(=O)O1,1.0
BRD-A08732455,CCN(CC)CCC[C@@H](C)Nc1nc(nc2cc(ccc12)Cl)/C=C/c1cc(c(cc1Cl)OC)OC,1.0
BRD-K36324071,OS(=O)(=O)c1ccc(cc1S(=O)(=O)O)NC(=O)c1cc(cc(c1)C(=O)Nc1ccc(c(c1)S(=O)(=O)O)S(=O)(=O)O)NC(=O)Nc1cc(cc(c1)C(=O)Nc1ccc(c(c1)S(=O)(=O)O)S(=O)(=O)O)C(=O)Nc1ccc(c(c1)S(=O)(=O)O)S(=O)(=O)O,1.0
PROFLAVINE HEMISULFATE,Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O,1.0
BRD-K00004694,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2[C@@H](CC2=O)S(=O)(=O)C1(C)C,1.0
DICHLOROPHEN,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,1.0
BRD-K38801938,CO[C@@H]1CN(C)C(=O)c2cc(ccc2OC[C@@H](C)N(C[C@H]1C)C(=O)Cc1cccnc1)NS(=O)(=O)c1cccc(c1)OC,1.0
BRD-K23607716,CC(C)N(C)C(=O)c1cccc(c1OCCCN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)c1ccncc1,1.0
BRD-K69470111,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC1)CC(=O)O)c1cccc(c1)/C=C/c1ccc2ccc(cc2n1)Cl,1.0
BRD-K40587813,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)Cc1ccc(c(c1)Cl)Cl)NS(=O)(=O)c1ccccc1,1.0
BRD-K62850349,CC(C)(C)S(=O)N1Cc2cc(nc(c2[C@@H]1CCO)-c1cccc(c1)C#CCC1CCCC1)C(=O)N[C@@H]1CCN(C1)Cc1ccccc1,1.0
BRD-K22127577,CC1(COC1)COc1ccc2n(cnc2c1)-c1ccc2cccc(c2n1)N1CCC(N)CC1,1.0
BRD-K31965398,CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)c2c(c3c(cc2[C@H]1C(=O)OC)C(=O)c1cccc(c1C3=O)O)O,1.0
BRD-K39481055,Cn1cnc(c1)CCNC(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)Nc2ccc(cc2)C(F)(F)F)O1,1.0
BRD-K79772676,COc1ccc(cc1)NC(=O)N1CCCCN2[C@H](COCCN(C)C)[C@@H]([C@@H]2C1)c1ccc(cc1)C#Cc1ccccc1,1.0
BRD-M18666503,C[C@@H]1CC=CC[C@H](NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)c2ccccc2O1)c1cccc(c1)Cl,1.0
FLUMEQUINE,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,1.0
BRD-K25488033,Cc1ccc(cc1)S(=O)(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCn1cc(nn1)C(=O)NO,1.0
BRD-K68854329,O[C@@H]1Cc2c(cc(cc2O[C@@H]1C1=C2C=C(C=C(O)C(=C2C(=O)C(=C1)O)O)[C@H]1Oc2cc(cc(c2C[C@H]1OC(=O)c1cc(c(c(c1)O)O)O)O)O)O)O,1.0
BRD-K69484817,OCCN(Cc1ccccc1)C(=O)C[C@H]1CC=CC[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)OC[C@@H](NC1=O)c1ccccc1,1.0
BRD-A91545113,OCCN1[C@@H]2C(=O)N(CC=C[C@@]32O[C@@H]2/C=C\CCCOC(=O)[C@@H]2[C@H]3C1=O)Cn1nnc2ccccc12,1.0
BRD-K74501079,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,1.0
BRD-K37908742,CN1C(=O)[C@@]23CC4=CC=C[C@H](O)[C@H]4N3C(=O)[C@@]1(CO)SS2,1.0
MICONAZOLE NITRATE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,1.0
BRD-A80213576,COc1ccc(cc1)N1C(=O)C[C@H](N2CCCN(CC2)[C@@H]2CC(=O)N(C2=O)c2ccc(cc2)OC)C1=O,1.0
CEFOPERAZONE,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,1.0
BRD-K31475027,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(Cc1ccc(cc1)Cl)C[C@]13CCN(CCc2ccccc2)CC1,1.0
BRD-K25650029,O=C1CCN(N1)c1ccccc1,1.0
BRD-K01666935,CC[C@@H](C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,1.0
BRD-A64228451,OC1[C@@H]2O[C@@H]2C(=O)C(=C)C1=O,1.0
BRD-A77647267,CS(=O)(=O)CCOC(=O)C1=CN(Cc2cc3c(cc2Br)OCO3)[C@@H](C=C(C=C1C(=O)OCCS(=O)(=O)C)c1ccc(cc1)CO)C1CC1,1.0
BRD-A24495534,CCCCCN1CC=C[C@@]23O[C@@H]4C=CCOC(=O)[C@@H]4[C@H]2C(=O)N([C@@H](C)CO)[C@@H]3C1=O,1.0
BRD-K04750898,CN(C)C1CCN(CC1)C(=O)c1cnc(s1)-c1noc2cc(ccc12)-c1ccccc1C(F)(F)F,1.0
BRD-K30403168,CO[C@@H](CN(C)C(=O)c1ccc2c(c1)OCO2)[C@@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccc(cc1)F,1.0
BRD-K01824976,COc1ccc(cc1)C[C@H](N)C(=O)N[C@H]1[C@@H](O)[C@H](O[C@@H]1CO)n1cnc2c(ncnc12)N(C)C,1.0
BRD-K94266545,Cn1c(ncc1[N+](=O)[O-])COC(=O)N,1.0
BRD-A45118945,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](C)C[C@]2(CO2)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]1C,1.0
BRD-K99750640,Cc1nnc(s1)SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cn1cnnn1)C2=O)C(=O)O,1.0
BRD-K15567463,C/C(=C\c1ccccc1OCc1cn(nn1)CC(=O)N1CCN(CC1)c1ccccc1)/C=C/C(=O)NO,1.0
BRD-K60171656,Nc1ncccc1-c1nc2ccc(nc2n1-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,1.0
